ID,Created,QA Name,Agent ID,Operation,Customer Account Number,Interaction Number,Interaction Type,Date of Interaction,Time of Interaction,Was the Value of the credit accurate?,How much compensation WAS given by the Agent?,How much compensation SHOULD the Agent have given?,What Credit Code was used?,Was the Credit Code used correctly?,What credit code should have been used?,Were credit rules followed as per Support?,Failure reasons,Commentary for Credit adherence,Appealed?,What was appealed?,Tech M Appeal Comments,Initial Appeal Decision,Reasons for Initial Appeal Outcome Decision,Re-appeal?,Re-appeal comments,Final UK Position,Final UK Position commentary,Object ID/Title of Process,What have we amended from orignal audit?,Created_Date,Credit_given,Credit_Amount_Correct
1820,10/02/2025 14:45,employee_16,86572,Billing,104723493,d9ae9f3b-40f8-425a-8e81-f24a13e42760,Webchat,07/02/2025,00:26:10,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario: The customer said they changed their DD details 2 months ago and the money is still not being taken out. The agent advised about the overdue balance on the account and to make a manual payment. The agent offers a one-off credit of £5 and the customer accepts. 

Are we aligned or not aligned with the applied credit?
Agent was aligned as per support
 
Is there a support article that supports the credit being applied?
''Managing recurring payment discount disputes (Amdocs – B2C)''
 
Support evidence - 
''Offer the customer £5 credit to their account.

If the customer accepts the offer, apply the £5 credit using the one-off charge code: B2C - Non-DD fee credit.
Conditions: First time disputing for recurring payment discount''


If unaligned, what aspect was unaligned?
N/A

Empowerment Used -
N/A",No,,,,,,,,,,,10/02/2025,5.0,5.0
1821,10/02/2025 14:53,employee_16,85611,Billing,975052914,0e69b65a-553e-4ef1-a0ad-09b75ae2aeea,Webchat,07/02/2025,00:36:10,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario: The customer is concerned as they should be on the lowest price plan but they have went up to £18 MLR. The customer advised what plan they should be on and the agent could not find whrre it was confirmed to be £8 MLR.The customer was not happy on the webchat and said they were sold the wrong contract. Eventually agent offered £5 one off credit for non dd and then a PTP, these were accepted. 

Are we aligned or not aligned with the applied credit?
Agent was aligned as per support
 
Is there a support article that supports the credit being applied?
''Managing recurring payment discount disputes (Amdocs – B2C)''
 
Support evidence - 
''Offer the customer £5 credit to their account.

If the customer accepts the offer, apply the £5 credit using the one-off charge code: B2C - Non-DD fee credit.
Conditions: First time disputing for recurring payment discount''


If unaligned, what aspect was unaligned?
N/A

Empowerment Used -
N/A",No,,,,,,,,,,,10/02/2025,5.0,5.0
1822,11/02/2025 08:53,employee_2,67504,DF Payment Support,932737494,b1fd7ff4-936a-417d-a2d5-66373d2ec491,Voice,05/02/2025,18:02:48,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge. Customer claims she wasn't aware of the two payments for AT/DF and is impacted by vulnerability. Credit hasn't been applied before.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,11/02/2025,4.17,4.17
1823,11/02/2025 09:08,employee_2,93961,DF Payment Support,985625174,583c53af-2678-4e8c-9151-210e1df1d53e,Voice,05/02/2025,15:56:03,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge. Customer explained that they didn't know that the DDI had cancelled as a result of the payment backing out. Customer was happy to pay his arrears but not the additional charge. 

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,11/02/2025,4.17,4.17
1824,11/02/2025 09:27,employee_2,59667,Airtime Payment Support,112640685,5a266af3-e24a-4e68-a399-8f59803f2225,Voice,07/02/2025,09:29:59,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge. Credit was applied after obtaining TL permission with customer being advised it was a one-off and if he didn't keep the account on DDI, he'd be charged the fee again.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,11/02/2025,4.17,4.17
1825,11/02/2025 09:50,employee_2,94027,Airtime Payment Support,939638383,a20214b3-e657-4687-86b7-f0b11e310c0c,Voice,09/02/2025,01:14:38,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge. Credit was applied after obtaining TL permission with customer being advised it was a one-off and if he didn't keep the account on DDI, he'd be charged the fee again.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,11/02/2025,4.17,4.17
1826,11/02/2025 10:22,employee_2,93273,Airtime Payment Support,983425705,cec5042b-e3b7-4450-bfb3-be5957540f19,Voice,09/02/2025,17:02:35,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  Customer expressed dissatisfaction about the DDI charge. Credit was applied and advised this would be a one-off circumstance.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,11/02/2025,4.17,4.17
1827,11/02/2025 10:47,employee_5,65478,Billing,981028369,d09456aa-bad6-41a3-9bde-428961583415,Webchat,07/02/2025,12:43:48,Yes,18.99,18.99,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario: 

Customer contacted stating they have been overcharged. The agent goes through the bill and breaks this down. This is where the customer states their roaming was switched off. The agent talks the customer through the charges that were added however the cusotmer is not happy. The agent offers a small credit however the customer does not want to accept it and wants it all credited as they state they turned off the roaming. The agent explains all details on the charges and then agrees to credit the total amount



Was the value of the credit accurate?

£18.99 Was Given
£18.99 Should Have been given. 
Answer: yes

Template:

Are we aligned or not aligned with the applied credit?. 
Aligned.

Is there a support article that supports the credit being applied?

Managing billing disputes (Amdocs B2C)
Last updated 29/04/2024
Object ID 208119

Which part of the article supports the decision?
Code to be used: B2C-Credit for Out Of Bundle
Amount to be offered: Up to £100


If unaligned, what aspect was unaligned?
N/A

Was any empowerment used?
complaint language",No,,,,,,,,,,,11/02/2025,18.99,18.99
1828,11/02/2025 10:59,employee_5,81226,Billing,981153166,2fbfc3c7-1451-4bcc-a28b-3b1ffa98f280,Webchat,07/02/2025,10:15:51,Yes,55.42,55.42,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario: 

Customer is looking to understand charges on the bill. The agent talks the customer through the charges for intl calls and a pic sms. The customer believes there is a spend cap on and this call should not have been allowed to which, the agent states there is no spend cap and the charges stand. The cusotmer is not happy and wants this investigated again, the agent explains why this happened and how to avoid this. The cusotmer continues to argue. The agent offers to credit the full amount which the the customer accepts after being offered a lesser amount however they are still not happy. The agent advises of all necessary information and credit the account



Was the value of the credit accurate?

£55.42 Was Given
£55.42 Should Have been given. 
Answer: yes

Template:

Are we aligned or not aligned with the applied credit?. 
Aligned.

Is there a support article that supports the credit being applied?

Managing billing disputes (Amdocs B2C)
Last updated 29/04/2024
Object ID 208119

Which part of the article supports the decision?
Code to be used: B2C-Credit for Out Of Bundle
Amount to be offered: Up to £100


If unaligned, what aspect was unaligned?
N/A

Was any empowerment used?
complaint language",No,,,,,,,,,,,11/02/2025,55.42,55.42
1829,11/02/2025 11:13,employee_5,81226,Billing,981509678,652f7de5-2bef-4d8a-b432-a3da1d8db1b9,Webchat,07/02/2025,09:08:53,Yes,50,50,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario: 
Customer is looking to understand charges on the bill.
She states she turned off data roaming whilst abroad therefore does not understand the charges made. The agent goes on to explain the charges which the cusotmer disputes and also cannot understand why £6 to listen to a VM which was important from the hospital. She states she could not access the data so then switched it off due ot the difficulties. Th agent also establishes she was using maritime network and explains the information on this.  The agent makes a credit offer however the cusotmer is not happy. The agent then offers the full amount. 



Was the value of the credit accurate?

£50.00 Was Given
£50.00 Should Have been given. 
Answer: yes

Template:

Are we aligned or not aligned with the applied credit?. 
Aligned.

Is there a support article that supports the credit being applied?

Managing billing disputes (Amdocs B2C)
Last updated 29/04/2024
Object ID 208119

Which part of the article supports the decision?
Code to be used: B2C-Credit for Out Of Bundle
Amount to be offered: Up to £100


If unaligned, what aspect was unaligned?
N/A

Was any empowerment used?
complaint language",No,,,,,,,,,,,11/02/2025,50.0,50.0
1830,11/02/2025 11:20,employee_12,77551,Complaints,988076297,0cdb8d47-7609-4210-af3c-e3562c67701c,Voice,06/02/2025,09:07:42,Yes,62.95,62.95,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario - The customer stated they cancelled in store in Dec.  Retail footprint on Amdocs, but no cancellation.
B2C - Acc Not Closed credit applied & account ceased

Aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage), Last updated 03/02/2025, Object ID 226711

Support evidence - 
•	Follow the steps under section ‘The customer claims they called to cease, and evidence of the cease request was found on the account’
For CRT advisors, follow this process to cease the account - Cease a contract (Voice, MBB/HBB Retention - Amdocs B2C )

Account Not Closed Credit applied, account ceased",No,,,,,,,,,,,11/02/2025,62.95,62.95
